AREA,TIPO,DATA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO
","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM
","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL
","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE
","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL
","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE
","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL
","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM
","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL
","PASSAGEIROS PAGANTES
","PASSAGEIROS INTEGRAÇÕES ÔNIBUS 0> ÔNIBUS
","PASSAGEIROS COM GRATUIDADE
",TOTAL PASSAGEIROS TRANSPORTADOS,nome,letreiro
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,800010 - TERM LAPA/PCA RAMOS,15712,36971,194,2476,0,29356,0,7153,2,91864,76378,18966,187208,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,830010 - TERM PIRITUBA/TERM LAPA,1689,4604,18,311,0,3741,0,1666,0,12029,11772,2260,26061,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,853810 - VILA IARA/PAISSANDU,4049,10614,31,576,0,9615,0,402,0,25287,9928,5178,40393,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,854210 - BRASILANDIA/PCA DO CORREIO,27329,64806,196,3542,0,53806,0,4493,2,154174,63956,28867,246997,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,854510 - PENTEADO/METRO BARRA FUNDA,10382,28882,104,1772,0,24339,0,7749,0,73228,36001,16426,125655,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,856R10 - LAPA/SOCORRO,0,32,,0,,23,,1,,56,4,0,60,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,901410 - MORRO GRANDE/TERMINAL LAPA,13000,32982,79,2053,0,29434,0,9550,0,87098,49904,18333,155335,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,901442 - BNH PORTUGUESA/TERMINAL LAPA,169,982,14,40,0,1101,0,1,0,2307,460,203,2970,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,916210 - JD.ALMANARA/RIO BRANCO,2508,7157,18,313,0,5059,0,2,0,15057,10253,4148,29458,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,917M10 - MORRO GRANDE/METRO ANA ROSA,22187,57768,204,3871,0,51935,0,5628,1,141594,73088,19707,234389,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,917M31 - MORRO GRANDE/METRO ANA ROSA,1285,4285,7,302,0,5361,0,186,0,11426,4827,860,17113,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,938L10 - TTVN CACHOEIRINHA/LAPA,15672,38591,111,2064,0,43570,0,12925,0,112933,116944,12225,242102,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,978A10 - TTVN CACHOEIRINHA/MBARRA FUNDA,15848,46095,249,3314,0,65200,0,56165,0,186871,157679,16094,360644,,
AREA 1,CONCESSAO,2014-01-01,GATO PRETO,EVENTO - E V E N T O,42,92,,4,,71,,16,,225,92,28,345,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,199D10 - VILA LORIO/PINHEIROS,27500,81063,243,3531,0,58114,0,15506,3,185960,116853,20680,323493,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,800010 - TERM LAPA/PCA RAMOS,24698,58272,287,3844,0,44616,1,10795,1,142514,115684,28963,287161,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,800110 - VILA PIAUI/TERM LAPA,10273,14731,33,680,0,15442,0,5500,0,46659,24539,4405,75603,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,800210 - DOMITILA/TERM LAPA,9614,21123,52,1307,0,14599,0,6268,0,52963,30984,6646,90593,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,800310 - V REMEDIOS/TERM LAPA,13294,22563,68,1184,0,23827,0,11357,0,72293,41106,6971,120370,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,800410 - SANTA MONICA/TERM LAPA,22272,38712,85,2803,0,34557,0,7884,0,106313,43097,12597,162007,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,800610 - JD DONARIA/TERM PIRITUBA,9365,37049,86,2003,0,27693,0,3208,0,79404,51444,12806,143654,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,800710 - VILA CLARICE/TERM PIRITUBA,9930,26002,55,2440,0,23322,0,10479,0,72228,39594,6484,118306,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,800810 - STA MONICA/TERMPIRITUBA,14479,37728,100,2368,0,30488,1,9793,0,94957,59249,12402,166608,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,800910 - CID DABRIL III/TERMPIRITUBA,4507,10394,26,785,0,7861,0,1879,0,25452,14557,3200,43209,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,800931 - CID DABRIL III/TERMPIRITUBA,10516,23544,39,2110,0,20399,0,6608,1,63217,28096,9734,101047,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,801710 - VOITH/TERMPIRITUBA,3542,9719,19,770,0,7153,0,2155,0,23358,14772,3396,41526,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,804010 - SOL NASCENTE/LAPA,30648,62533,83,5153,0,67762,0,11905,0,178084,79804,14038,271926,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,804310 - VILA NOVA ESPERANÇA/LAPA,6878,14346,30,1176,0,11703,0,967,0,35100,13034,4604,52738,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,804710 - JARAGUA/LAPA,29467,50252,79,3197,0,54841,1,6430,0,144267,68216,13382,225865,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,804731 - VILA AURORA/LAPA,1054,2129,4,129,0,3207,0,316,0,6839,2983,372,10194,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,804741 - JARAGUA/METRO VILA MADALENA,8292,14807,36,1011,0,15460,10,3350,0,42966,13164,2741,58871,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,804751 - RECANTO DOS HUMILDES/LAPA,772,2249,16,123,0,2582,0,246,0,5988,2407,308,8703,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,805010 - PQ MORRO DOCE/LAPA,20091,31730,77,2138,0,32740,0,8844,0,95620,46186,8414,150220,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,805021 - ANHANGUERA/LAPA,438,3078,5,169,0,3535,0,1,0,7226,600,165,7991,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,805031 - PQ MORRO DOCE/LAPA,10326,21081,24,1178,0,23910,0,2107,0,58626,23186,3896,85708,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,805032 - MORRO DOCE/LAPA,292,427,0,30,0,697,0,139,0,1585,1379,78,3042,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,805510 - PERUS/LAPA,32066,50245,85,3025,0,60710,0,25730,0,171861,83096,16198,271155,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,805551 - PERUS/BARRA FUNDA,21095,34771,61,2394,0,45187,0,15377,1,118886,40250,10418,169554,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,806010 - VILA PIAUI/LAPA,18757,27413,56,1674,0,27537,0,6839,0,82276,37659,8334,128269,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,806210 - PQ S DOMINGOS/LAPA,5153,7784,22,468,0,6427,0,1027,0,20881,8982,3698,33561,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,806510 - VILA CLARICE/LAPA,3746,6932,7,573,0,6905,0,1847,0,20010,6886,3683,30579,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,810010 - TERMPIRITUBA/TERM LAPA,13694,38742,112,2886,0,32931,0,8998,0,97363,88739,15353,201455,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,820010 - TERM PIRITUBA/TERMPIRITUBA,7034,16186,67,1166,0,12233,0,4695,0,41381,35312,9196,85889,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,821310 - JD MARISTELA/PCA DO CORREIO,11579,30965,88,1902,0,34260,0,1900,1,80695,30052,11010,121757,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,821321 - JD IRACEMA/PRAÇA DO CORREIO,144,751,1,46,0,1262,0,1,0,2205,149,138,2492,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,821410 - JD PAULISTANO/PCA DO CORREIO,9022,25201,57,1454,0,22868,0,914,2,59518,31891,8776,100185,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,821510 - JD PAULISTANO/PCA DO CORREIO,16737,40519,106,2315,0,33363,0,1394,1,94435,46127,14572,155134,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,830010 - TERM PIRITUBA/TERM LAPA,8189,22308,96,1613,0,18356,0,8542,0,59104,54717,10604,124425,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,830011 - TERMINAL PIRITUBA/TERM LAPA,0,2,0,0,0,1,0,0,0,3,3,0,6,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,840010 - TERM PIRITUBA/PCA RAMOS,43183,107943,514,7614,0,90500,0,14627,0,264381,224620,42647,531648,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,846M10 - JD MARISA/SHOP IBIRAPUERA,11124,16845,26,850,0,14095,0,2174,0,45114,12531,2824,60469,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,847J10 - CITY JARAGUA/JAGUARE,11672,34244,101,1858,0,33007,0,2988,0,83870,35757,7119,126746,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,847J41 - JARAGUA/CEASA,990,2400,6,121,0,2973,0,299,0,6789,1534,337,8660,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,847P10 - TERM PIRITUBA/ITAIM BIBI,40016,95415,382,5924,0,81252,0,20868,0,243857,172824,20605,437286,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,847P41 - VILA ZATT/ITAIM BIBI,6244,15746,47,892,0,13130,0,3054,0,39113,20580,3772,63465,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,847P42 - VILA BRASILANDIA/ITAIM BIBI,7521,19329,78,1170,0,17653,0,3828,0,49579,25814,3850,79243,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,850010 - TERM PIRITUBA/BARRA FUNDA,20056,55070,252,4637,0,85149,0,54750,0,219914,161335,23152,404401,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,852810 - JD GUARANI/PCA DO CORREIO,21335,55393,183,3273,0,58580,0,4997,2,143763,63164,20380,227307,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,854410 - CID DABRIL 3 GLEBA/PC RAMOS AZ,8972,19419,42,1183,0,23297,0,3214,0,56127,26661,6123,88911,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,854810 - JD DOS CUNHAS/PCA DO CORREIO,10007,26027,58,1602,0,25511,0,5738,0,68943,36427,9308,114678,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,854910 - TAIPAS/PCA DO CORREIO,30797,63325,190,3597,0,52875,1,5061,3,155849,71662,23255,250766,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,859410 - CID DABRIL/PCA RAMOS AZEVEDO,44030,88636,255,6396,0,78916,0,16144,3,234380,126507,33607,394494,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,859421 - CID PIRITUBA/PCA RAMOS AZEVEDO,401,1366,9,67,0,1804,0,4,0,3651,1017,235,4903,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,859441 - COHAB PEDRA VERDE/PCA RAMOS AZ,1077,3081,8,158,0,2698,0,10,0,7032,2123,551,9706,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,860010 - TERM PIRITUBA/LGO PAISSANDU,20873,54763,216,3363,0,60228,0,4207,0,143650,129179,14582,287411,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,860021 - TERM PIRITUBA/LG DO PAISSANDU,71,273,4,12,0,500,0,10,0,870,753,28,1651,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,860022 - TERM PIRITUBA/LGO DO PAISSANDU,87,292,1,8,0,266,0,8,0,662,481,38,1181,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,862210 - MORRO DOCE/PCA RAMOS DE AZEVED,52488,101497,287,6141,0,99903,0,18765,0,279081,106854,20113,406048,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,862231 - MORRO DOCE/PCA RAMOS DE AZEVED,1154,3092,0,95,0,3284,0,23,0,7648,1647,462,9757,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,862242 - SOL NASCENTE/PCA RAMOS AZEVEDO,978,2977,10,157,0,3168,0,356,0,7646,2434,296,10376,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,867710 - JD LIBANO/PCA RAMOS DE AZEVEDO,21696,35023,101,2373,0,34342,0,6411,2,99948,41058,9566,150572,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,867731 - JD LIBANO/PCA RAMOS AZEVEDO,20435,33208,98,2258,0,30790,0,5974,1,92764,39081,10299,142144,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,868610 - MANGALOT/PCA RAMOS AZEVEDO,17707,31604,143,2335,0,28245,0,5902,0,85936,30556,10303,126795,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,869610 - JARAGUA/PCA RAMOS AZEVEDO,13819,24553,66,1990,0,21721,0,3912,0,66061,28599,8259,102919,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,869641 - JARAGUA/PCA RAMOS AZEVEDO,14468,27207,61,2081,0,24053,0,3890,0,71760,27801,9261,108822,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,888P10 - PERUS/COHAB TAIPAS,29116,45085,87,3315,0,40821,0,18298,0,136722,66054,30764,233540,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,901210 - ITABERABA/TERM LAPA,4876,11774,39,709,0,13332,0,3342,0,34072,14217,5421,53710,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,902210 - V IORIO TERM LAPA,3975,10348,19,709,0,8093,0,4064,0,27208,16695,6465,50368,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,917H10 - MERCADO PIRITUBA/VLA MARIANA,74094,131292,589,9275,0,102692,1,29908,2,347853,192958,37804,578615,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,917H41 - VILA PIAUI/CEM CONSOLACAO,55,122,,6,,93,,24,,300,227,41,568,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,930110 - TERM CASA VERDE/PAISSANDU,19827,49213,169,2570,0,34527,0,5240,0,111546,59097,14163,184806,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,938C10 - COHAB TAIPAS/TERM PRINC ISABEL,15194,36822,155,2415,0,31666,0,2891,1,89144,43072,17293,149509,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,948A10 - VL ZATTI/TERM PIRITUBA,10682,25493,36,1890,0,22110,0,8603,2,68816,30413,9637,108866,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,950010 - TERM CACHOEIRINHA/PAISSANDU,30383,74171,273,3759,0,62336,0,5459,0,176381,127312,24068,327761,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,950110 - TERM  CACHOEIRINHA/PAISSANDU,36633,108224,434,5033,0,106929,1,7315,1,264570,235031,25002,524603,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,950121 - TERM CACHOEIRINHA/TERM P ISABE,224,985,7,26,0,881,0,14,0,2137,14415,403,16955,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,957T10 - COHAB TAIPAS/ITAIM BIBI,23491,50417,158,3161,0,48939,0,8051,0,134217,73087,14819,222123,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,958P10 - JD NARDINI/COHAB TAIPAS,18696,33035,95,2176,0,31880,0,6598,0,92480,40648,6322,139450,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,965310 - PEDRA BRANCA/LGO DO PAISSANDU,43164,87261,257,5284,0,69735,0,3954,0,209655,112493,31075,353223,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,975A10 - VILA BRASILANDIA/METRO ANA ROS,17691,46933,158,3047,0,41384,0,4856,0,114069,58960,12286,185315,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,978J10 - VOITH/PCA PRINC ISABEL,15463,39815,120,2637,0,37408,0,3764,0,99207,47309,12647,159163,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,978L10 - TERM CACHOEIRNHA/TERM P ISABEL,14106,42704,170,2157,0,37626,0,10576,1,107340,85476,16202,209018,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,PACPTM - PAESE CPTM,10,0,,0,,0,,0,,10,0,0,10,,
AREA 1,CONCESSAO,2014-01-01,SANTA BRIGIDA,PAESE1 - PAESE AREA 1,41,122,,15,,139,,33,,350,353,73,776,,
AREA 1,PERMISSAO,2014-01-01,FENIX,101710 - PERUS/VILA IORIO,32849,72507,170,4612,0,65614,0,10185,0,185937,119637,41737,347311,,
AREA 1,PERMISSAO,2014-01-01,FENIX,801510 - CEM.PERUS/TERM.PIRITUBA,25951,57149,128,3241,0,47234,0,16550,1,150254,77641,29094,256989,,
AREA 1,PERMISSAO,2014-01-01,FENIX,801521 - CEMITE DE PERUS/EST DE PERUS,1149,2686,10,153,0,2942,0,4459,0,11399,3696,956,16051,,
AREA 1,PERMISSAO,2014-01-01,FENIX,801610 - JD.RINCAO/TERM.PIRITUBA,14425,52845,163,4006,0,44535,0,13754,0,129728,99478,21838,251044,,
AREA 1,PERMISSAO,2014-01-01,FENIX,819R10 - PERUS/TERM PRINC ISABEL,31619,58546,88,3845,0,54882,0,15645,0,164625,87528,32359,284512,,
AREA 1,PERMISSAO,2014-01-01,FENIX,848L10 - RECANTO DOS HUMILDES/TERM PRIN,12708,29959,66,2507,0,30216,0,11898,0,87354,45153,14585,147092,,
AREA 1,PERMISSAO,2014-01-01,FENIX,978110 - DAMASCENO/BARRA FUNDA,114,352,2,13,0,286,0,73,0,840,281,98,1219,,
AREA 1,PERMISSAO,2014-01-01,FENIX,978210 - JD CARUMBE/METRO BARRA FUNDA,39920,96418,149,6060,0,91247,0,25103,0,258897,105197,37289,401383,,
AREA 1,PERMISSAO,2014-01-01,FENIX,978231 - JD CARUMBE/METRO BARRA FUNDA,10860,29433,56,1830,0,25814,0,3774,0,71767,29888,11646,113301,,
AREA 1,PERMISSAO,2014-01-01,FENIX,978410 - JD DOS FRANCOS/BARRA FUNDA,37662,100650,304,6530,0,87607,2,48190,2,280947,120272,34958,436177,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,101510 - CHAC MARIA TRINDADE/T JD BRITA,143,343,0,4,0,148,0,0,0,638,362,100,1100,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,801010 - PERUS/PQ RESIDENCIAL LAPA,36622,77108,90,4690,0,72563,0,17513,6,208592,93475,45704,347771,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,801021 - SITIO BOTUQUARA/LAPA,601,1689,1,118,0,1568,0,292,0,4269,2204,905,7378,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,801310 - MORRO DOCE/LAPA,43037,115372,236,6191,0,122567,0,27412,0,314815,239521,34329,588665,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,801341 - JD PAINEIRAS/TERM JD BRITANIA,4291,17314,31,772,0,15444,0,1610,0,39462,29942,4527,73931,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,801410 - MORRO DOCE/PERUS,26947,38168,69,2499,0,46171,0,15431,0,129285,72867,28282,230434,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,819410 - PERUS/CACHOEIRINHA,22850,39658,67,2348,0,35690,0,11395,0,112008,65753,32992,210753,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,819910 - PIRITUBA/CVN CACHOEIRINHA,34714,86261,287,5598,0,58152,0,8786,0,193798,160792,58460,413050,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,819A10 - VILA AURORA/JD PRIMAVERA,53326,115345,281,7916,0,97721,0,33726,0,308315,189556,78386,576257,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,900410 - JD ELISA MARIA/TERM V N CACHOE,11621,81455,184,3168,0,66435,0,80,0,162943,131314,31144,325401,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,900510 - JD PRINCESA/TERM V N CACHOEIR,15589,85946,149,4019,0,66820,9,79,0,172611,130662,32513,335786,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,900541 - JD.VISTA ALEGRE/T.CACHOEIRINHA,407,4170,20,166,0,3981,1,6,0,8751,7044,863,16658,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,900542 - SITIO D FRANCOS/T V N CACHOEIR,67,1046,0,65,0,1269,0,0,0,2447,1358,220,4025,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,900610 - VILA PENTEADO/TERM V N CACHOEI,6359,27995,83,1310,0,23958,0,28,0,59733,56453,19874,136060,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,900810 - PQ TAIPAS/TERM V N CACHOEIR,16961,63843,151,3210,0,49974,0,73,0,134212,108762,30935,273909,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,900821 - Term. Nova Cachoeirinha,26,381,2,5,0,390,0,0,0,804,18,30,852,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,900841 - ESTANCIA JARAGUA/TERM V N CACH,296,3083,2,128,0,3104,0,0,0,6613,533,475,7621,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,900910 - COHAB BRASILANDIA/TERM V N CAC,21198,67145,186,4096,0,52445,0,58,1,145129,136144,49944,331217,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,901110 - CITY JARAGUA/TERM V N CACHOEIR,26539,70315,219,4252,0,57582,0,24744,0,183651,114876,43942,342469,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,901121 - ESTACAO JARAGUA/CITY JARAGUA,6876,24361,88,1660,0,23811,0,25530,0,82326,27253,13123,122702,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,901510 - VILA ZATT/TERM PIRITUBA,9802,31033,74,2112,0,24160,0,9638,0,76819,49794,26830,153443,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,901810 - VILA MIRANTE/TERM PIRITUBA,4237,24548,26,1723,0,17817,0,5097,0,53448,25475,12323,91246,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,901910 - JD PAULISTA/TERM PIRITUBA,10033,39445,126,2724,0,30609,0,8489,0,91426,68635,19992,180053,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,902010 - VILA MIRANTE/TERM PIRITUBA,6407,28887,52,1787,0,24851,0,5789,0,67773,44850,17755,130378,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,902011 - TERM PIRITUBA/VILA MIRANTE,0,0,0,0,0,0,0,0,0,0,4,1,5,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,902110 - COHAB PAULISTANO/TERM PIRITUBA,40,67,,13,,64,,204,,388,179,79,646,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,902310 - PQUE DE TAIPAS/TERM PIRITUBA,19538,68936,188,4660,0,54388,0,13487,0,161197,101257,37908,300362,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,903110 - FREG DO O /LAPA,4961,12837,25,916,0,11244,0,5324,0,35307,16072,9647,61026,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,903210 - JD DAMASCENO/LAPA,9572,39831,64,2109,0,29519,0,38,0,81133,84699,23794,189626,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,903221 - JD DAMASCENO/TERM CACHOEIRINHA,339,5491,12,210,0,4809,0,0,0,10861,501,618,11980,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,903410 - MORRO GRANDE/LAPA,26742,70773,159,4193,0,66363,0,15732,0,183962,88892,29701,302555,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,904710 - JD PAULISTANO/LAPA,28766,69895,154,4355,0,68836,0,12120,0,184126,114795,39013,337934,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,909010 - PQ TIETE/TERM CASA VERDE,8933,30116,100,1343,0,24289,6,27,0,64814,50506,20573,135893,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,918110 - VILA TEREZINHA/LAPA,35362,91610,227,5670,0,94295,0,9873,0,237037,145062,50758,432857,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,918610 - COHAB N BRASILANDIA/LAPA,38214,115364,211,6438,0,102947,0,17296,0,280470,129347,37925,447742,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,918810 - CAPELA DA LAGOA/LAPA,30291,58264,69,3881,0,55919,0,9735,0,158159,90104,35444,283707,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,918842 - CAPELA DA LAGOA/TERM PIRITUBA,557,1993,2,86,0,1975,0,343,0,4956,1711,540,7207,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,919110 - JD ELIS MARIA/BOM RETIRO,54770,108578,236,6359,0,108740,1,50688,7,329379,172098,63696,565173,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,919121 - BARRA FUNDA/BOM RETIRO,1024,1729,4,89,0,1698,0,2215,0,6759,7775,1124,15658,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,938P10 - VILA PENTEADO/METRO B FUNDA,18136,41308,144,2512,0,42873,0,15101,0,120074,54370,21411,195855,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,938P21 - VILA PENTEADO/METRO ANA ROSA,282,1122,1,38,0,1493,0,4,0,2940,516,212,3668,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,938V10 - JD VISTA ALEGRE/METRO BARRA FU,39693,95128,225,5712,0,78880,1,23776,0,243415,155735,60216,459366,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,971710 - COHAB BRASILANDIA/SANTANA,16662,39560,172,2195,0,37332,0,5880,1,101802,68964,17373,188139,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,978510 - TEREZINHA/BARRA FUNDA,20755,53450,140,3578,0,68646,0,28323,0,174892,81964,25191,282047,,
AREA 1,PERMISSAO,2014-01-01,TRANSCOOPER,978551 - JD CAROMBE/TTVN CACHOEIRINHA,204,940,2,76,0,1083,0,120,0,2425,512,167,3104,,
